stddev_2_a,min_2_a,min_q_2_a,min_q_7_a,min_q_12_a,min_q_17_a,covmat_104_a,logm_9_a,entropy0_a,entropy3_a,stddev_2_b,min_2_b,min_q_2_b,min_q_7_b,min_q_12_b,min_q_17_b,covmat_104_b,logm_9_b,entropy0_b,entropy3_b,label
11.0,-12.3,5.41,-12.3,0.633,1.45,698.0,2.51,0.0,0.0,10.8,-3.54,0.0165,1.07,6.29,-3.54,301.0,5.12,0.0,0.0,POSITIVE
219.0,-736.0,-636.0,-516.0,-560.0,-736.0,65000.0,10.5,0.0,0.0,225.0,-729.0,-563.0,-729.0,-571.0,-546.0,76900.0,10.2,0.0,0.0,NEGATIVE
215.0,-630.0,-506.0,-630.0,-586.0,-556.0,64500.0,10.0,0.0,0.0,206.0,-588.0,-588.0,-548.0,-535.0,-504.0,61800.0,9.66,0.0,0.0,NEGATIVE
141.0,-659.0,-631.0,-659.0,-618.0,-654.0,79000.0,10.3,0.0,0.0,138.0,-652.0,-616.0,-652.0,-563.0,-612.0,72700.0,10.2,0.0,0.0,NEGATIVE
195.0,-548.0,-504.0,-371.0,-548.0,-392.0,46700.0,8.05,0.0,0.0,201.0,-546.0,-546.0,-390.0,-381.0,-522.0,39800.0,9.48,0.0,0.0,POSITIVE
215.0,-772.0,-772.0,-734.0,-756.0,-638.0,111000.0,10.3,0.0,0.0,212.0,-754.0,-754.0,-637.0,-658.0,-691.0,91100.0,10.5,0.0,0.0,NEGATIVE
139.0,-663.0,-601.0,-584.0,-634.0,-663.0,72100.0,10.3,0.0,0.0,141.0,-659.0,-631.0,-659.0,-618.0,-654.0,79000.0,10.3,0.0,0.0,NEGATIVE
0.184,-971.0,-971.0,-971.0,-971.0,-971.0,175000.0,10.9,0.0,0.0,0.161,-971.0,-971.0,-971.0,-971.0,-971.0,174000.0,10.9,0.0,0.0,NEGATIVE
223.0,-729.0,-686.0,-716.0,-626.0,-729.0,89700.0,10.5,0.0,0.0,226.0,-794.0,-633.0,-727.0,-794.0,-714.0,103000.0,10.6,0.0,0.0,NEGATIVE
225.0,-673.0,-673.0,-569.0,-590.0,-642.0,71300.0,10.1,0.0,0.0,237.0,-782.0,-570.0,-633.0,-782.0,-484.0,85500.0,6.46,0.0,0.0,NEGATIVE
25.4,-16.6,0.131,-14.2,0.282,-16.6,1990.0,7.93,0.0,0.0,11.4,-18.3,3.72,-18.3,-1.73,4.07,639.0,5.16,4.94,4.95,NEUTRAL
279.0,-747.0,-747.0,-572.0,-650.0,-680.0,79700.0,10.0,0.0,0.0,269.0,-681.0,-653.0,-681.0,-578.0,-651.0,73600.0,10.3,0.0,0.0,NEGATIVE
10.6,3.49,3.49,7.84,8.89,15.8,230.0,5.31,4.94,4.98,10.2,5.78,9.47,16.2,9.59,5.78,574.0,3.88,4.97,4.99,NEUTRAL
10.2,5.35,14.2,7.6,5.69,5.35,642.0,6.12,4.98,4.98,12.1,-16.3,5.94,5.31,-16.3,0.522,942.0,4.87,4.97,4.97,NEUTRAL
11.1,6.1,9.02,6.6,6.1,7.9,371.0,6.16,4.94,4.95,12.0,5.45,5.45,7.39,6.01,7.45,925.0,5.39,4.96,4.98,NEUTRAL
240.0,-601.0,-544.0,-565.0,-547.0,-601.0,55700.0,10.1,0.0,0.0,237.0,-643.0,-545.0,-605.0,-643.0,-544.0,66400.0,9.86,0.0,0.0,NEGATIVE
74.9,-93.0,-13.4,-93.0,-37.4,66.1,793.0,5.68,0.0,0.0,83.5,-142.0,-37.3,64.8,-142.0,-133.0,2390.0,3.63,0.0,0.0,POSITIVE
18.0,-30.4,-21.9,-30.0,-30.4,-30.0,298.0,5.32,0.0,0.0,18.2,-31.3,-29.8,-30.9,-21.5,-31.3,203.0,5.35,0.0,0.0,POSITIVE
366.0,-791.0,-755.0,-711.0,-787.0,-791.0,109000.0,10.0,0.0,0.0,362.0,-789.0,-789.0,-787.0,-689.0,-684.0,107000.0,9.7,0.0,0.0,NEGATIVE
15.3,-49.8,-49.8,-38.9,-30.1,-35.4,698.0,4.03,0.0,0.0,13.5,-47.1,-30.0,-34.9,-47.1,-18.5,598.0,3.5,0.0,0.0,POSITIVE
14.9,-7.13,-7.13,1.06,5.15,-6.13,402.0,5.74,4.99,5.0,14.8,-7.85,3.22,-5.93,-1.53,-7.85,919.0,4.72,4.99,4.99,NEUTRAL
215.0,-532.0,-532.0,-516.0,-466.0,-506.0,51200.0,9.59,0.0,0.0,216.0,-551.0,-465.0,-506.0,-551.0,-471.0,52000.0,9.63,0.0,0.0,NEGATIVE
15.7,-18.5,-18.5,-4.72,-0.737,-10.4,271.0,4.81,0.0,0.0,14.3,-11.7,-0.532,-11.1,-11.7,-4.19,318.0,4.77,0.0,0.0,POSITIVE
26.6,-29.0,-27.5,-27.9,-8.81,-29.0,71500.0,9.65,0.0,0.0,28.2,-35.5,-8.34,-29.5,-35.5,-19.0,94500.0,6.7,0.0,0.0,POSITIVE
132.0,-477.0,-420.0,-443.0,-477.0,-407.0,39300.0,9.34,0.0,0.0,145.0,-516.0,-484.0,-414.0,-489.0,-516.0,41900.0,9.78,0.0,0.0,NEGATIVE
17.6,-11.0,-11.0,-6.97,10.7,0.376,917.0,-0.964,4.83,4.89,14.5,3.33,13.5,3.33,18.9,11.8,582.0,5.59,4.95,4.96,NEUTRAL
16.9,-2.94,9.03,0.797,-2.94,-1.36,337.0,5.47,4.98,4.98,17.7,-12.5,-3.02,-1.5,-12.5,-9.53,672.0,5.5,4.98,4.99,NEUTRAL
258.0,-1040.0,-1040.0,-982.0,-1040.0,-1020.0,197000.0,11.2,0.0,0.0,252.0,-1040.0,-1040.0,-1030.0,-985.0,-996.0,194000.0,10.9,0.0,0.0,NEGATIVE
24.6,-21.1,-16.3,-14.3,-21.1,-6.38,596.0,8.2,0.0,0.0,29.7,-48.9,-21.9,-6.58,-48.9,-36.6,5520.0,4.0,0.0,0.0,POSITIVE
8.98,9.89,13.5,9.89,13.7,12.8,777.0,5.34,4.98,4.97,10.2,-0.966,13.5,13.7,10.9,-0.966,835.0,5.42,4.97,4.96,NEUTRAL
142.0,-758.0,-673.0,-645.0,-754.0,-758.0,94400.0,10.6,0.0,0.0,146.0,-760.0,-757.0,-760.0,-644.0,-688.0,102000.0,10.4,0.0,0.0,NEGATIVE
367.0,-830.0,-779.0,-830.0,-735.0,-750.0,122000.0,10.4,0.0,0.0,367.0,-929.0,-733.0,-751.0,-929.0,-859.0,132000.0,10.7,0.0,0.0,NEGATIVE
190.0,-721.0,-594.0,-721.0,-604.0,-664.0,80500.0,10.5,0.0,0.0,191.0,-743.0,-609.0,-662.0,-743.0,-699.0,88700.0,10.5,0.0,0.0,NEGATIVE
7.88,7.33,15.2,13.6,14.8,7.33,638.0,3.67,4.98,4.99,9.04,4.52,15.0,6.94,12.1,4.52,348.0,5.38,4.97,4.96,NEUTRAL
8.15,9.91,16.3,16.4,19.4,9.91,388.0,5.56,4.98,4.98,9.41,7.75,19.3,10.4,10.1,7.75,788.0,5.92,4.96,0.0,NEUTRAL
9.51,12.8,14.0,12.8,14.1,13.4,718.0,5.8,4.97,4.98,10.3,4.33,14.7,14.4,4.33,15.5,761.0,5.92,4.97,4.98,NEUTRAL
9.33,11.0,20.5,11.0,16.1,21.1,831.0,0.946,4.97,4.98,8.43,15.9,15.9,21.3,18.9,19.6,520.0,3.83,4.97,4.99,NEUTRAL
9.41,7.75,19.3,10.4,10.1,7.75,788.0,5.92,4.96,0.0,8.75,7.84,10.3,7.84,16.1,16.0,689.0,3.44,4.96,0.0,NEUTRAL
8.97,8.62,10.8,8.62,12.2,19.8,807.0,4.89,0.0,0.0,9.25,6.17,11.8,20.3,12.3,6.17,673.0,5.5,0.0,0.0,NEUTRAL
10.8,4.98,5.88,8.0,8.15,4.98,260.0,5.19,4.99,4.99,10.5,5.08,8.54,5.08,11.5,5.94,430.0,5.61,4.97,4.98,NEUTRAL
242.0,-665.0,-599.0,-586.0,-665.0,-576.0,74800.0,9.88,0.0,0.0,253.0,-671.0,-671.0,-577.0,-632.0,-593.0,77100.0,10.1,0.0,0.0,NEGATIVE
324.0,-731.0,-694.0,-722.0,-723.0,-731.0,99100.0,10.3,0.0,0.0,333.0,-765.0,-724.0,-732.0,-737.0,-765.0,105000.0,10.6,0.0,0.0,NEGATIVE
9.75,9.32,9.63,9.32,12.3,9.78,1300.0,6.44,4.97,4.98,8.98,9.86,12.4,9.86,14.5,17.0,775.0,2.48,4.97,4.98,NEUTRAL
206.0,-624.0,-596.0,-589.0,-567.0,-624.0,64500.0,10.3,0.0,0.0,215.0,-665.0,-566.0,-626.0,-519.0,-665.0,62500.0,10.4,0.0,0.0,NEGATIVE
14.5,-1.59,-1.59,4.47,8.44,11.3,410.0,3.64,0.0,0.0,13.0,8.27,8.27,11.2,10.5,13.6,547.0,3.83,0.0,4.97,NEUTRAL
206.0,-948.0,-629.0,-754.0,-650.0,-948.0,92300.0,11.2,0.0,0.0,215.0,-947.0,-655.0,-947.0,-675.0,-717.0,121000.0,10.8,0.0,0.0,POSITIVE
312.0,-703.0,-655.0,-641.0,-686.0,-703.0,84300.0,10.2,0.0,0.0,316.0,-719.0,-688.0,-702.0,-690.0,-719.0,95200.0,10.4,0.0,0.0,NEGATIVE
351.0,-839.0,-745.0,-839.0,-731.0,-677.0,117000.0,10.4,0.0,0.0,338.0,-781.0,-737.0,-674.0,-781.0,-756.0,105000.0,10.5,0.0,0.0,NEGATIVE
13.4,8.34,10.5,8.34,19.3,13.0,507.0,4.23,0.0,4.98,19.0,-30.9,19.8,13.6,-30.9,16.0,942.0,5.96,0.0,0.0,NEUTRAL
10.8,7.08,19.8,14.7,7.08,8.29,788.0,6.02,0.0,0.0,8.97,8.62,10.8,8.62,12.2,19.8,807.0,4.89,0.0,0.0,NEUTRAL
10.3,10.5,10.5,19.8,14.1,22.5,711.0,5.68,4.98,4.99,9.77,13.5,13.5,22.9,18.3,18.8,440.0,7.97,0.0,0.0,NEUTRAL
8.72,0.0459,4.76,9.34,0.812,0.0459,399.0,5.76,0.0,0.0,9.51,-2.21,-0.156,-0.789,-2.21,1.67,716.0,5.54,0.0,0.0,POSITIVE
0.19,-971.0,-971.0,-971.0,-971.0,-971.0,178000.0,10.9,0.0,0.0,0.198,-971.0,-971.0,-971.0,-971.0,-971.0,174000.0,10.9,0.0,0.0,NEGATIVE
170.0,-800.0,-755.0,-787.0,-800.0,-768.0,117000.0,10.6,0.0,0.0,164.0,-827.0,-794.0,-768.0,-776.0,-827.0,118000.0,10.7,0.0,0.0,NEGATIVE
253.0,-728.0,-728.0,-589.0,-533.0,-465.0,78000.0,9.04,0.0,0.0,272.0,-549.0,-549.0,-459.0,-358.0,-423.0,43200.0,8.35,0.0,0.0,POSITIVE
253.0,-640.0,-640.0,-595.0,-611.0,-568.0,75300.0,9.75,0.0,4.96,242.0,-620.0,-614.0,-563.0,-620.0,-582.0,71700.0,9.8,0.0,4.96,POSITIVE
13.8,-14.8,-14.8,-13.9,-12.7,-3.97,456.0,4.91,0.0,0.0,11.7,-13.4,-13.4,-3.61,2.66,2.39,473.0,5.24,0.0,0.0,POSITIVE
314.0,-979.0,-979.0,-858.0,-799.0,-757.0,150000.0,10.6,0.0,0.0,310.0,-999.0,-801.0,-759.0,-999.0,-897.0,145000.0,11.0,0.0,0.0,NEGATIVE
215.0,-757.0,-678.0,-715.0,-757.0,-743.0,102000.0,10.7,0.0,0.0,225.0,-755.0,-755.0,-747.0,-720.0,-682.0,111000.0,10.2,0.0,0.0,POSITIVE
135.0,-615.0,-563.0,-608.0,-615.0,-579.0,69500.0,9.95,0.0,0.0,136.0,-618.0,-618.0,-582.0,-603.0,-587.0,70700.0,9.96,0.0,0.0,NEGATIVE
9.02,9.85,11.4,10.8,9.85,9.85,636.0,5.62,4.99,4.98,8.98,9.89,13.5,9.89,13.7,12.8,777.0,5.34,4.98,4.97,NEUTRAL
8.7,5.25,5.48,5.25,16.4,12.4,405.0,6.04,4.98,4.99,9.04,12.1,16.4,12.1,12.1,23.1,812.0,6.44,4.96,4.99,NEUTRAL
152.0,-743.0,-652.0,-665.0,-743.0,-671.0,93400.0,10.3,0.0,0.0,149.0,-740.0,-740.0,-679.0,-699.0,-691.0,97400.0,10.4,0.0,0.0,NEGATIVE
13.4,1.66,13.1,1.66,6.1,5.71,480.0,6.64,0.0,4.97,13.6,4.33,5.94,5.82,8.24,4.33,1370.0,4.1,0.0,4.97,NEUTRAL
13.1,-10.4,-4.36,-10.4,5.67,-6.4,320.0,2.98,0.0,0.0,13.2,-8.95,5.44,-6.75,-1.47,-8.95,285.0,5.03,0.0,0.0,POSITIVE
14.9,-6.52,-6.52,-2.73,16.3,15.9,840.0,5.04,0.0,0.0,12.7,7.12,15.9,16.1,17.4,7.12,549.0,7.58,0.0,0.0,NEUTRAL
11.6,-12.7,-4.75,-0.984,-12.7,-2.17,437.0,4.63,0.0,4.97,9.56,-13.0,-13.0,-2.09,4.98,-4.09,532.0,5.09,0.0,0.0,POSITIVE
15.4,-20.8,-20.8,-5.78,-18.3,-3.93,314.0,2.7,0.0,0.0,40.7,-18.5,-18.5,-2.68,-2.49,70.7,481.0,3.26,0.0,0.0,POSITIVE
121.0,-262.0,-201.0,-120.0,-262.0,-174.0,8340.0,2.22,0.0,0.0,134.0,-263.0,-263.0,-175.0,-97.0,-262.0,5100.0,7.44,0.0,0.0,POSITIVE
250.0,-844.0,-844.0,-686.0,-750.0,-682.0,118000.0,10.3,0.0,4.93,245.0,-756.0,-756.0,-677.0,-645.0,-630.0,96200.0,10.2,0.0,0.0,POSITIVE
218.0,-848.0,-715.0,-776.0,-767.0,-848.0,111000.0,10.8,0.0,0.0,221.0,-850.0,-765.0,-850.0,-760.0,-765.0,123000.0,10.7,0.0,0.0,NEGATIVE
9.83,2.46,10.7,2.46,16.2,20.1,646.0,5.43,0.0,0.0,9.11,15.9,15.9,19.4,16.1,17.0,659.0,4.79,4.99,4.99,NEUTRAL
16.4,-27.8,-19.4,-27.8,-17.0,-20.0,600.0,6.26,0.0,0.0,13.7,-31.0,-16.8,-20.2,-31.0,-26.6,569.0,5.9,0.0,4.95,POSITIVE
10.1,-11.9,-4.21,-3.92,-8.98,-11.9,637.0,5.41,0.0,0.0,30.2,-12.0,-8.84,-12.0,-10.1,0.463,592.0,7.88,0.0,0.0,POSITIVE
237.0,-1010.0,-946.0,-1010.0,-963.0,-959.0,179000.0,11.1,0.0,0.0,233.0,-981.0,-875.0,-900.0,-981.0,-941.0,161000.0,11.1,0.0,0.0,NEGATIVE
17.0,-10.8,-2.08,-1.48,-10.8,-4.04,199.0,-0.574,0.0,0.0,16.7,-11.4,-11.4,-5.08,-9.7,-5.75,312.0,4.64,0.0,0.0,POSITIVE
10.5,-1.58,-1.58,6.06,6.74,2.8,353.0,5.81,4.97,4.99,10.7,3.39,7.36,3.39,7.24,7.63,641.0,4.67,4.97,4.98,NEUTRAL
229.0,-726.0,-597.0,-626.0,-560.0,-726.0,67100.0,10.5,0.0,0.0,234.0,-722.0,-560.0,-722.0,-602.0,-606.0,74300.0,10.4,0.0,0.0,NEGATIVE
9.82,-5.45,-3.53,-5.45,3.39,2.5,825.0,5.2,0.0,0.0,8.71,-7.71,3.18,2.53,-7.71,-4.69,644.0,5.87,0.0,4.97,POSITIVE
13.7,-4.53,19.3,11.6,-4.53,1.06,1270.0,4.01,0.0,0.0,12.0,-5.15,-5.15,1.57,8.98,6.61,301.0,4.68,0.0,0.0,NEUTRAL
194.0,-754.0,-731.0,-686.0,-754.0,-664.0,103000.0,10.4,0.0,0.0,206.0,-792.0,-792.0,-659.0,-656.0,-776.0,96200.0,10.7,0.0,0.0,NEGATIVE
9.23,1.8,10.8,10.9,3.67,1.8,412.0,5.83,4.99,4.99,9.91,1.86,3.62,1.86,8.66,5.93,638.0,5.62,4.98,4.98,NEUTRAL
7.79,13.2,21.3,15.2,13.2,21.1,459.0,5.5,4.98,4.99,8.46,10.4,12.5,21.0,10.4,14.4,475.0,5.38,4.98,4.99,NEUTRAL
146.0,-678.0,-678.0,-631.0,-560.0,-510.0,76200.0,9.56,0.0,0.0,136.0,-717.0,-553.0,-509.0,-717.0,-530.0,70800.0,9.68,0.0,0.0,NEGATIVE
327.0,-821.0,-587.0,-817.0,-734.0,-821.0,102000.0,11.0,0.0,0.0,327.0,-818.0,-738.0,-818.0,-766.0,-699.0,119000.0,10.4,0.0,0.0,NEGATIVE
12.1,-6.08,10.4,-6.08,0.201,0.794,705.0,5.32,0.0,0.0,11.6,-12.0,0.352,0.835,1.7,-12.0,989.0,0.355,0.0,0.0,POSITIVE
18.2,-10.6,-7.1,-10.6,-6.51,-1.84,377.0,5.49,0.0,0.0,18.7,-16.6,-6.15,-2.0,-16.6,-14.4,428.0,2.3,0.0,0.0,POSITIVE
10.8,-2.51,-2.51,0.65,8.1,13.6,3140.0,8.4,0.0,0.0,9.32,7.27,7.27,13.6,12.0,18.3,679.0,5.08,4.93,4.94,NEUTRAL
16.8,-13.3,-10.8,-13.3,7.47,0.791,388.0,5.17,4.97,4.97,16.9,-2.94,9.03,0.797,-2.94,-1.36,337.0,5.47,4.98,4.98,NEUTRAL
14.5,0.289,0.289,2.6,3.3,0.604,733.0,4.69,4.92,4.94,14.9,1.1,3.0,1.1,14.0,7.23,493.0,5.31,4.93,4.91,NEUTRAL
18.4,-16.6,-16.6,-14.6,0.78,-8.21,444.0,4.63,0.0,0.0,17.2,-14.8,1.24,-8.55,-6.83,-14.8,390.0,4.24,0.0,0.0,POSITIVE
251.0,-658.0,-588.0,-658.0,-542.0,-653.0,69300.0,10.4,0.0,0.0,254.0,-647.0,-541.0,-625.0,-647.0,-628.0,72900.0,10.1,0.0,0.0,NEGATIVE
8.88,5.36,13.6,5.36,10.4,16.0,410.0,5.8,4.98,4.99,7.95,10.3,10.3,16.1,16.5,12.3,885.0,4.48,4.98,4.99,NEUTRAL
17.7,-11.4,1.37,-11.4,-1.92,-1.62,518.0,5.73,4.97,4.98,18.4,-16.9,-2.28,-3.51,-2.43,-16.9,525.0,3.93,4.96,4.97,NEUTRAL
285.0,-925.0,-794.0,-849.0,-925.0,-873.0,143000.0,10.7,0.0,0.0,301.0,-926.0,-926.0,-855.0,-803.0,-841.0,144000.0,10.8,0.0,0.0,NEGATIVE
6.59,14.7,16.2,14.7,21.5,14.9,558.0,5.24,4.97,4.98,7.79,13.2,21.3,15.2,13.2,21.1,459.0,5.5,4.98,4.99,NEUTRAL
25.0,-43.6,-40.5,-43.6,-31.3,-25.3,252.0,5.75,0.0,4.92,24.2,-38.1,-31.7,-25.2,-33.2,-38.1,252.0,5.52,0.0,4.93,POSITIVE
258.0,-683.0,-683.0,-611.0,-616.0,-519.0,81800.0,9.04,0.0,0.0,262.0,-697.0,-613.0,-534.0,-697.0,-553.0,77000.0,9.35,0.0,4.96,POSITIVE
13.4,-0.347,7.39,4.64,7.02,-0.347,698.0,5.53,0.0,0.0,12.9,-2.06,6.76,-2.06,7.93,1.35,713.0,5.92,0.0,0.0,NEUTRAL
226.0,-622.0,-491.0,-513.0,-568.0,-622.0,46100.0,9.92,0.0,0.0,225.0,-636.0,-588.0,-636.0,-509.0,-474.0,64300.0,9.6,0.0,0.0,NEGATIVE
16.8,-11.8,-9.96,-8.99,-2.32,-11.8,561.0,4.75,0.0,0.0,17.3,-17.7,-2.17,-11.5,-9.12,-17.7,431.0,4.82,0.0,0.0,POSITIVE
10.9,1.75,13.4,13.8,15.8,1.75,357.0,5.77,4.98,4.99,12.9,2.2,16.2,2.2,13.8,12.6,666.0,5.08,0.0,0.0,NEUTRAL
9.85,6.57,8.26,6.57,8.97,17.4,506.0,6.19,4.99,4.98,9.57,8.85,8.85,17.2,15.9,16.9,1030.0,4.52,4.98,4.99,NEUTRAL
175.0,-615.0,-615.0,-533.0,-506.0,-527.0,60100.0,9.77,0.0,0.0,170.0,-554.0,-511.0,-527.0,-550.0,-554.0,56100.0,10.1,0.0,0.0,NEGATIVE
12.9,-24.0,-24.0,-22.4,-0.313,-0.241,2480.0,6.38,0.0,0.0,11.7,-25.5,-0.0751,-0.021,-17.9,-25.5,726.0,5.33,0.0,0.0,POSITIVE
259.0,-1040.0,-1010.0,-1030.0,-1040.0,-985.0,203000.0,11.1,0.0,0.0,258.0,-1040.0,-1040.0,-982.0,-1040.0,-1020.0,197000.0,11.2,0.0,0.0,NEGATIVE
276.0,-1060.0,-937.0,-874.0,-1060.0,-1060.0,176000.0,11.2,0.0,0.0,273.0,-1070.0,-1060.0,-1060.0,-1070.0,-884.0,216000.0,8.49,0.0,0.0,NEGATIVE
335.0,-690.0,-690.0,-464.0,-614.0,-297.0,72000.0,-12.6,0.0,0.0,403.0,-883.0,-615.0,-295.0,-825.0,-883.0,78600.0,2.55,0.0,0.0,POSITIVE
7.04,14.3,16.3,14.3,14.6,17.5,757.0,5.9,4.98,4.99,7.66,11.7,14.3,17.7,11.7,12.6,663.0,3.84,4.98,4.99,NEUTRAL
141.0,-1010.0,-1010.0,-1010.0,-1000.0,-1010.0,190000.0,10.9,0.0,0.0,120.0,-1020.0,-1000.0,-1010.0,-1020.0,-1020.0,191000.0,10.8,0.0,0.0,NEGATIVE
10.8,-3.54,0.0165,1.07,6.29,-3.54,301.0,5.12,0.0,0.0,11.2,-5.35,5.87,-3.18,-5.35,-0.375,317.0,2.82,0.0,0.0,POSITIVE
13.7,-31.0,-16.8,-20.2,-31.0,-26.6,569.0,5.9,0.0,4.95,13.5,-31.6,-31.1,-26.5,-31.6,-22.5,964.0,6.61,0.0,4.92,POSITIVE
12.1,0.763,1.83,0.763,7.28,18.4,614.0,4.98,4.95,4.98,12.2,-1.2,7.36,18.0,2.31,-1.2,568.0,6.1,4.96,4.97,NEUTRAL
11.3,-12.3,-12.3,20.0,17.4,10.3,771.0,5.92,4.97,4.99,7.09,10.3,18.1,10.3,18.0,19.7,647.0,6.05,4.97,4.99,NEUTRAL
18.2,-31.3,-29.8,-30.9,-21.5,-31.3,203.0,5.35,0.0,0.0,18.1,-31.6,-21.4,-31.6,-23.1,-20.3,259.0,5.93,0.0,0.0,POSITIVE
12.1,-0.694,20.1,6.34,7.77,-0.694,3140.0,7.75,0.0,0.0,10.1,-10.0,8.03,-1.14,-6.53,-10.0,25900.0,8.75,0.0,0.0,POSITIVE
17.8,-22.8,-16.6,-22.8,-15.7,-19.8,316.0,4.97,0.0,0.0,19.0,-35.0,-14.9,-19.2,-35.0,-29.6,350.0,5.04,0.0,0.0,POSITIVE
10.5,-11.0,14.8,-11.0,11.9,8.27,1090.0,6.73,0.0,0.0,8.98,7.39,11.6,8.52,19.6,7.39,1590.0,3.94,4.95,4.97,NEUTRAL
9.03,8.48,8.48,9.03,12.0,9.01,309.0,5.22,4.98,4.99,8.19,8.12,11.8,8.12,13.8,18.2,385.0,5.78,4.98,5.0,NEUTRAL
366.0,-822.0,-822.0,-746.0,-703.0,-692.0,115000.0,10.3,0.0,0.0,367.0,-730.0,-704.0,-691.0,-730.0,-710.0,100000.0,10.3,0.0,0.0,NEGATIVE
8.94,10.4,11.7,10.4,13.9,13.0,489.0,5.53,0.0,4.97,9.51,12.8,14.0,12.8,14.1,13.4,718.0,5.8,4.97,4.98,NEUTRAL
259.0,-835.0,-835.0,-599.0,-641.0,-600.0,101000.0,9.68,0.0,4.95,253.0,-640.0,-640.0,-595.0,-611.0,-568.0,75300.0,9.75,0.0,4.96,POSITIVE
8.92,-5.44,12.8,4.03,9.89,-5.44,817.0,6.34,0.0,0.0,10.0,-5.25,8.94,-5.25,1.83,7.62,1360.0,7.21,0.0,0.0,POSITIVE
18.9,-35.3,-35.3,-32.8,-26.8,9.3,810.0,5.07,4.98,4.97,13.4,-26.9,-26.9,9.08,8.86,4.73,748.0,4.5,4.96,4.97,NEUTRAL
216.0,-569.0,-569.0,-499.0,-492.0,-483.0,54900.0,9.4,0.0,0.0,211.0,-539.0,-502.0,-484.0,-504.0,-539.0,49200.0,9.6,0.0,0.0,NEGATIVE
9.3,3.23,16.7,20.8,3.23,12.7,650.0,4.93,4.97,4.97,9.73,3.98,3.98,13.5,10.3,17.8,682.0,5.44,4.95,4.96,NEUTRAL
16.5,-0.634,1.21,7.29,2.55,-0.634,927.0,2.69,4.98,4.98,17.4,-1.38,2.56,-0.0608,7.75,-1.38,666.0,5.01,4.97,4.96,NEUTRAL
202.0,-661.0,-442.0,-437.0,-661.0,-399.0,55300.0,9.17,0.0,0.0,207.0,-662.0,-662.0,-398.0,-572.0,-479.0,62300.0,8.25,0.0,0.0,NEGATIVE
7.43,9.98,11.4,14.5,9.98,10.6,566.0,5.76,4.98,4.99,8.63,5.1,10.1,11.0,13.4,5.1,399.0,4.56,4.97,4.99,NEUTRAL
246.0,-694.0,-694.0,-610.0,-557.0,-605.0,72800.0,9.96,0.0,0.0,239.0,-610.0,-570.0,-610.0,-540.0,-535.0,61600.0,9.83,0.0,0.0,NEGATIVE
197.0,-809.0,-753.0,-704.0,-809.0,-787.0,104000.0,10.2,0.0,0.0,191.0,-824.0,-813.0,-790.0,-769.0,-824.0,116000.0,10.5,0.0,0.0,NEGATIVE
11.4,-12.3,14.7,16.5,-12.3,20.4,450.0,5.37,4.97,4.98,11.3,-12.3,-12.3,20.0,17.4,10.3,771.0,5.92,4.97,4.99,NEUTRAL
40.2,-16.1,31.1,-3.73,-16.1,34.8,430.0,6.09,0.0,0.0,67.4,-81.7,-17.6,35.0,-81.7,-55.0,1180.0,-2.42,0.0,0.0,POSITIVE
108.0,-57.2,-18.2,15.0,-11.6,-57.2,2240.0,6.15,0.0,0.0,17.8,-57.2,-11.4,-57.2,-45.4,-25.7,1200.0,5.06,4.98,4.98,NEUTRAL
213.0,-763.0,-660.0,-690.0,-763.0,-702.0,94800.0,10.4,0.0,0.0,217.0,-761.0,-761.0,-705.0,-648.0,-677.0,93100.0,10.3,0.0,0.0,NEGATIVE
365.0,-812.0,-812.0,-763.0,-767.0,-657.0,104000.0,9.38,0.0,0.0,361.0,-901.0,-787.0,-778.0,-901.0,-678.0,124000.0,10.3,0.0,0.0,NEGATIVE
7.46,16.3,19.6,17.8,16.3,16.9,277.0,4.8,4.96,4.97,7.84,11.6,15.3,16.6,13.0,11.6,597.0,6.29,4.95,4.96,NEUTRAL
11.3,5.3,5.3,10.0,7.56,8.44,668.0,5.18,4.97,4.98,11.4,5.22,7.37,8.6,5.22,9.89,703.0,3.71,4.96,4.98,NEUTRAL
356.0,-675.0,-675.0,-607.0,-447.0,-650.0,66900.0,10.1,0.0,0.0,351.0,-662.0,-444.0,-642.0,-599.0,-662.0,63100.0,10.4,0.0,0.0,NEGATIVE
170.0,-790.0,-774.0,-692.0,-691.0,-790.0,105000.0,10.5,0.0,4.92,168.0,-795.0,-688.0,-795.0,-719.0,-672.0,109000.0,10.4,0.0,0.0,POSITIVE
11.7,3.19,5.74,5.81,3.19,3.2,465.0,5.31,4.95,4.97,11.6,2.97,2.97,3.42,5.39,9.62,835.0,5.58,4.97,4.98,NEUTRAL
10.8,3.87,3.87,11.2,5.2,10.0,622.0,4.97,4.99,4.99,11.1,1.84,5.18,9.66,1.84,3.4,370.0,4.67,4.98,4.99,NEUTRAL
14.4,-12.3,11.0,4.6,-12.3,3.94,3090.0,6.65,0.0,0.0,12.6,-12.4,-12.4,3.9,5.05,5.04,2290.0,7.95,0.0,0.0,NEUTRAL
71.8,-359.0,-45.5,-30.0,-79.8,-359.0,14400.0,10.3,0.0,0.0,111.0,-363.0,-80.0,-359.0,-45.3,-363.0,8900.0,9.36,0.0,0.0,POSITIVE
